name,role,skin_type,power_level,weight,height,age,eye_color,gender,hair_color,speed,universe,body_type,job,battle_iq,species,ranking,intelligence,abilities,training_time,special_attack,secret_code,win_prob
Captain Marvel,Hero,Stone,4542.0,104,168.0,66.0,Red,,Bald,,Fantasy Realm,Athletic,Brewer,553.0,Saiyan,2534.0,553.0,Time Manipulation,3201.0,Grass Tempest,,0.58
Noble Knight,Hero,Wooden,7729.0,112,204.0,137.0,,2.0,Silver,737.0,Fantasy Realm,Athletic,Thief,934.0,Kryptonian,2973.0,882.0,Mind Reading,4179.0,Grass Tempest,,0.67
Daredevil,HerO,Normal,11401.0,649,721.0,58.0,,0.0,Purple,1748.0,Fantasy Realm,Giant,Hero,1227.0,Giant,1000.0,1116.0,Mind Reading,8405.0,Grass Surge,,0.5
Blue Marvel,HerO,Steel,6016.0,78,190.0,35.0,Black,1.0,Black,2905.0,Fantasy Realm,Normal,Demon Lord,980.0,Alien,4382.0,908.0,Super Strength,,Electric Storm,11000.0,0.7
Thunder,Hero,Scaly,6443.0,98,197.0,41.0,,,White,2469.0,Fantasy Realm,Giant,Cult Leader,691.0,Kryptonian,1937.0,678.0,Teleportation,3862.0,Grass blade,10001.0,0.51
Guts,HerO,Hairy,,71,149.0,73.0,Blood,1.0,Blonde,1445.0,Fantasy Realm,Regular,Demon Lord,110.0,Human,3625.0,120.0,Flying,58.0,Grass Surge,10010.0,0.51
Izaya Orihara,Hero,Hairy,8407.0,111,224.0,35.0,Blood,0.0,Blonde,,Fantasy Realm,Muscular,Saviors,90.0,Alien,3183.0,100.0,Super Strength,4938.0,Water Gun,10010.0,0.76
Big Barda,H3ro,Hairy,6067.0,68,181.0,78.0,Blood,1.0,Brown,,Fantasy Realm,Fat,Captain,902.0,Undead,65.0,851.0,Super Speed,2971.0,Water Fury,10010.0,0.77
Arcane Sentinel,Hero,Normal,17185.0,116,194.0,50.0,Brown,1.0,Black,2030.0,Fantasy Realm,Giant,Drunken,951.0,Kryptonian,3220.0,898.0,Flying,9719.0,Fire Fist,,0.51
Shroud,H3ro,Luminescent,13934.0,58,126.0,51.0,,,None,,Fantasy Realm,Fat,Drunken,1152.0,Undead,2094.0,1048.0,Super Speed,8314.0,Water Vortex,11111.0,0.76
Encrypted Firewall,HerO,Metallic,10659.0,112,208.0,28.0,,2.0,Brown,3589.0,Fantasy Realm,Normal,Hero,922.0,Alien,2465.0,870.0,Flying,9628.0,Eternal Firewave,,0.57
Valkyrie,HerO,Normal,4238.0,513,852.0,36.0,Brown,2.0,Black,2781.0,Fantasy Realm,Giant,Cult Leader,982.0,Giant,1929.0,910.0,Time Manipulation,3345.0,Fire Fist,,0.45
Neon Firewall,HerO,Steel,13274.0,84,180.0,80.0,Black,1.0,Bald,,Fantasy Realm,Fat,Drunken,570.0,Undead,3891.0,570.0,Teleportation,5993.0,Water Fury,11000.0,0.72
Brave Mage,Hero,Metallic,3280.0,89,193.0,87.0,Green,2.0,Silver,,Fantasy Realm,Giant,Captain,975.0,Saiyan,2437.0,,Super Speed,2486.0,Water Fury,10011.0,0.57
Hyper Technomancer,Hero,Steel,1139.0,90,180.0,67.0,,,Bald,1519.0,Fantasy Realm,Athletic,Demon Lord,567.0,Saiyan,1724.0,567.0,Time Manipulation,561.0,Grass Surge,,0.53
Stargirl,Hero,Luminescent,6583.0,79,162.0,130.0,Glowing,2.0,Fire-like,803.0,Cyberverse,Normal,Hero,1310.0,Human,1313.0,1191.0,Mind Reading,3981.0,Eternal Firewave,11111.0,0.47
Hyper Overclock,Hero,Metallic,7896.0,,163.0,142.0,Green,2.0,Green,,Cyberverse,Fat,Cult Leader,617.0,Human,3596.0,605.0,Mind Reading,6261.0,Electric Nova,,0.46
Augmented Firewall,HerO,Luminescent,2602.0,565,784.0,120.0,Glowing,0.0,None,,Cyberverse,Giant,Arcanist,1150.0,Giant,2599.0,1046.0,Flying,1737.0,Water Vortex,,0.53
Jessica Cruz,HerO,Hairy,18360.0,63,150.0,121.0,,0.0,Purple,833.0,Cyberverse,Fat,Brewer,1175.0,Undead,3329.0,1069.0,Mind Reading,9096.0,Electric Nova,,0.71
Noble Templar,Hero,Luminescent,6046.0,78,142.0,84.0,,,Brown,,Cyberverse,Regular,Saviors,875.0,Undead,278.0,826.0,Flying,3554.0,Grass Surge,11111.0,0.49
Alphonse Elric,HerO,Hairy,16426.0,86,171.0,70.0,Blood,1.0,Purple,1457.0,Cyberverse,Athletic,God,1197.0,Saiyan,2245.0,1089.0,Super Strength,9918.0,Grass blade,10010.0,0.77
Quantum Firewall,H3ro,Luminescent,13289.0,118,183.0,55.0,Glowing,1.0,Pink,1897.0,Cyberverse,Giant,Cult Leader,1032.0,Saiyan,657.0,956.0,Super Speed,9126.0,Water Fury,11111.0,0.79
Might Guy,Hero,Scaly,13475.0,682,725.0,100.0,,1.0,Purple,1064.0,Cyberverse,Giant,Scientist,1199.0,Giant,4028.0,,Flying,7095.0,Fire Fist,10001.0,0.4
Hei,Hero,Luminescent,13402.0,,197.0,146.0,Glowing,2.0,None,743.0,Cyberverse,Muscular,Hero,1141.0,Saiyan,3860.0,1038.0,Flying,8266.0,Water Fury,11111.0,0.72
Techno Defender,Hero,Steel,,70,185.0,107.0,,1.0,Blonde,955.0,Cyberverse,Slim,Cult Leader,101.0,Human,3383.0,110.0,Flying,294.0,Water Fury,11000.0,0.52
Adam Warlock,Hero,Scaly,11732.0,84,256.0,123.0,,0.0,None,,Cyberverse,Giant,Scientist,1141.0,Alien,2726.0,,Time Manipulation,8212.0,Water Vortex,,0.53
Angel,Hero,Luminescent,21829.0,145,177.0,34.0,Glowing,,White,,Cyberverse,Athletic,Saviors,755.0,Kryptonian,3461.0,726.0,Super Speed,9230.0,Water Gun,11111.0,0.92
Shinji Ikari,HerO,Stone,11146.0,564,872.0,115.0,,1.0,Purple,878.0,Cyberverse,Giant,Drunken,1228.0,Giant,823.0,1117.0,Super Strength,5330.0,Water Fury,,0.7
Sakamoto,Hero,Normal,7876.0,,149.0,142.0,Brown,2.0,Black,724.0,Cyberverse,Regular,God,954.0,Undead,1314.0,900.0,Super Speed,4655.0,Water Gun,10000.0,0.53
Dagger,Hero,Normal,1983.0,91,179.0,20.0,Brown,0.0,Silver,5003.0,Cyberverse,Giant,Mage,987.0,Kryptonian,2138.0,914.0,Time Manipulation,1109.0,Grass Surge,,0.42
Noble Knight,Hero,Wooden,7729.0,112,204.0,137.0,,2.0,Silver,737.0,Fantasy Realm,Athletic,Thief,934.0,Kryptonian,2973.0,882.0,Mind Reading,4179.0,Grass Tempest,,0.67
Gallant Knight,Hero,Steel,5640.0,,161.0,141.0,,2.0,White,722.0,Cyberverse,Giant,Warrior,740.0,Saiyan,4148.0,712.0,Mind Reading,7542000.0,Electric Surge,,0.57
Dio Brando,H3ro,Steel,15884.0,,169.0,145.0,Black,0.0,Silver,,Cyberverse,Athletic,Arcanist,947.0,Kryptonian,544.0,894.0,Super Strength,,Fire Fist,,0.52
Chivalrous Sentinel,HerO,Transparent,6994.0,597,811.0,76.0,Yellow,0.0,Fire-like,,Cyberverse,Giant,Mage,1320.0,Giant,2883.0,1200.0,Super Speed,6123.0,Electric Surge,10111.0,0.52
Firestorm,HerO,Stone,16780.0,131,165.0,100.0,Red,0.0,Pink,1018.0,Cyberverse,Muscular,Brewer,1042.0,Kryptonian,3448.0,965.0,Super Speed,7647.0,Fireburst Cannon,,0.5
Mystic Cleric,Hero,Metallic,2216.0,74,155.0,92.0,Green,2.0,White,1102.0,Cyberverse,Regular,Thief,693.0,Undead,4933.0,680.0,Super Speed,1174.0,Electric Nova,,0.41
Killua,H3ro,Steel,1661.0,99,198.0,89.0,Black,2.0,Purple,1140.0,Cyberverse,Athletic,God,1212.0,Kryptonian,4487.0,1102.0,Super Strength,,Grass blade,,0.57
Hyper Defender,Hero,Wooden,20281.0,66,215.0,25.0,,1.0,Silver,4016.0,Cyberverse,Giant,Arcanist,974.0,Alien,2677.0,902.0,Flying,9284.0,Fire Fist,,0.84
Red Hood,H3ro,Transparent,22045.0,93,189.0,103.0,Yellow,2.0,None,,Cyberverse,Giant,Scientist,1172.0,Saiyan,3714.0,1066.0,Super Strength,9475.0,Water Gun,,0.78
Nubia,Hero,Normal,15941.0,105,234.0,71.0,,1.0,Purple,1539.0,Cyberverse,Muscular,God,1202.0,Kryptonian,225.0,1093.0,Mind Reading,,Water Vortex,10000.0,0.65
Doctor Fate,HerO,Metallic,12518.0,87,174.0,22.0,Green,2.0,Green,4557.0,Cyberverse,Muscular,Drunken,593.0,Kryptonian,427.0,,Flying,8712.0,Fireburst Cannon,10011.0,0.56
Neon Glitch,Hero,Luminescent,7407.0,87,173.0,100.0,,2.0,Blonde,1027.0,Cyberverse,Giant,Mage,92.0,Kryptonian,1506.0,101.0,Super Strength,4466.0,Fire Fist,11111.0,0.37
Sleepwalker,H3ro,Stone,10035.0,63,187.0,82.0,,,Brown,1219.0,Cyberverse,Normal,Mage,919.0,Human,3633.0,867.0,Super Strength,5538.0,Grass Surge,10010.0,0.52
Ethereal Sentinel,Hero,Steel,12348.0,81,148.0,68.0,Black,1.0,None,,Cyberverse,Regular,Brewer,1128.0,Undead,1115.0,1026.0,Flying,7111.0,Electric Storm,11000.0,0.72
Pixelated Hacker,Hero,Luminescent,11692.0,75,218.0,95.0,Glowing,2.0,Black,,Cyberverse,Athletic,Hero,942.0,Alien,26.0,889.0,Flying,8434.0,Electric Surge,,0.59
Arcane Knight,Hero,Steel,5104.0,88,197.0,131.0,,,Gold,910.0,Cyberverse,Athletic,Demon Lord,1252.0,Kryptonian,3283.0,1139.0,Mind Reading,2800.0,Grass Surge,,0.58
Encrypted Defender,Hero,Draconish,9308.0,104,154.0,128.0,White,,Fire-like,857.0,Cyberverse,Giant,Warrior,1315.0,Kryptonian,1640.0,1196.0,Super Strength,4607.0,Electric Surge,,0.69
Valiant Sorcerer,Hero,Scaly,9717.0,120,215.0,84.0,,2.0,Pink,1209.0,Cyberverse,Muscular,Hero,996.0,Saiyan,2504.0,,Time Manipulation,7262.0,Fire Fist,,0.41
Radiant Sorcerer,Hero,Draconish,2117.0,87,177.0,100.0,White,0.0,Silver,1014.0,Cyberverse,Athletic,Leader,1004.0,Kryptonian,2571.0,930.0,Time Manipulation,1541.0,Grass Surge,10101.0,0.48
Gallant Templar,Hero,Metallic,4134.0,95,186.0,34.0,Green,2.0,Black,3000.0,Cyberverse,Athletic,Hero,951.0,Saiyan,4718.0,898.0,Flying,2765.0,Electric Nova,10011.0,0.6
Cybernetic Technomancer,Hero,Transparent,7182.0,652,900.0,119.0,,1.0,Bald,862.0,Cyberverse,Giant,Captain,544.0,Giant,674.0,544.0,Super Strength,4491.0,Grass blade,10111.0,0.41
Quantum Firewall,H3ro,Luminescent,13289.0,118,183.0,55.0,Glowing,1.0,Pink,1897.0,Cyberverse,Giant,Cult Leader,1032.0,Saiyan,657.0,956.0,Super Speed,9126.0,Water Fury,11111.0,0.79
Chivalrous Sorcerer,Hero,Hairy,5959.0,86,164.0,51.0,,2.0,Black,,Cyberverse,Muscular,Saviors,989.0,Saiyan,908.0,916.0,Super Speed,3083.0,Electric Nova,10010.0,0.77
Ethereal Enchanter,Hero,Wooden,10773.0,62,165.0,115.0,,,Purple,869.0,Cyberverse,Muscular,Cult Leader,1221.0,Saiyan,1293.0,1110.0,Super Speed,5356.0,Electric Surge,11010.0,0.71
Techno Glitch,HerO,Metallic,2708.0,,271.0,147.0,Green,1.0,Gold,683.0,Cyberverse,Giant,Warrior,1252.0,Alien,2045.0,1139.0,Super Strength,1857.0,Grass Surge,,0.4
Holographic Glitch,HerO,Stone,1340.0,64,173.0,132.0,Red,,Brown,795.0,Cyberverse,Fat,Warrior,903.0,Human,4231.0,852.0,Teleportation,,Water Gun,,0.57
Photon,H3ro,Draconish,2912.0,99,208.0,102.0,,1.0,Brown,1022.0,Cyberverse,Muscular,Drunken,899.0,Kryptonian,1066.0,849.0,Flying,1422.0,Electric Storm,,0.55
Kite,HerO,Normal,20620.0,95,162.0,62.0,Brown,0.0,Green,1682.0,Cyberverse,Fat,Warrior,626.0,Human,4867.0,614.0,Flying,8598.0,Water Fury,10000.0,0.64
Rengoku Kyojuro,H3ro,Scaly,5105.0,85,241.0,135.0,Blue,2.0,Bald,747.0,Cyberverse,Giant,Scientist,546.0,Alien,3362.0,546.0,Flying,2972.0,Electric Surge,,0.4
Gallant Enchanter,H3ro,Scaly,3279.0,76,197.0,97.0,Blue,2.0,Blonde,1066.0,Cyberverse,Slim,Captain,71.0,Human,2617.0,79.0,Super Strength,1872.0,Grass Surge,,0.31
Encrypted Hacker,Hero,Draconish,9910.0,75,164.0,77.0,,0.0,Black,1309.0,Cyberverse,Slim,Brewer,933.0,Human,3699.0,881.0,Super Strength,5599.0,Fireburst Cannon,10101.0,0.54
Joseph Joestar,Hero,Draconish,3570.0,647,855.0,52.0,White,,Black,,Cyberverse,Giant,Saviors,987.0,Giant,3919.0,914.0,Super Strength,2269.0,Water Gun,,0.82
Encrypted Crypto-Warrior,Hero,Scaly,8929.0,78,177.0,33.0,Blue,2.0,Blonde,3056.0,Cyberverse,Fat,Brewer,78.0,Human,1094.0,87.0,Super Speed,5275.0,Fire Fist,10001.0,0.44
Noble Mage,Hero,Steel,5600.0,121,208.0,78.0,Black,1.0,Gold,1290.0,Cyberverse,Giant,Thief,1279.0,Kryptonian,2136.0,1163.0,Super Strength,4749.0,Fire Fist,11000.0,0.54
Divine Mage,Hero,Scaly,9800.0,80,172.0,102.0,Blue,0.0,Gold,,Cyberverse,Fat,Mage,1266.0,Undead,1422.0,1151.0,Super Strength,6571.0,Grass Surge,10001.0,8.0
Devil Dinosaur,HerO,Wooden,16821.0,96,187.0,140.0,Pink,,White,733.0,Cyberverse,Athletic,Hero,704.0,Kryptonian,4859.0,691.0,Flying,9373.0,Grass Tempest,,0.75
Divine Paladin,HerO,Transparent,7145.0,136,167.0,102.0,Yellow,2.0,Green,995.0,Cyberverse,Normal,Thief,597.0,Alien,2684.0,597.0,Super Speed,5072.0,Fire Fist,10111.0,0.39
Techno Technomancer,Hero,Luminescent,18441.0,111,184.0,46.0,Glowing,1.0,Purple,2178.0,Cyberverse,Athletic,Warrior,1235.0,Alien,2309.0,1123.0,Super Strength,9631.0,Electric Surge,,0.79
Holographic Technomancer,Hero,Draconish,6736.0,100,210.0,99.0,,2.0,Fire-like,,Cyberverse,Muscular,Mage,1303.0,Kryptonian,1628.0,1185.0,Teleportation,5463.0,Grass blade,,0.63
Digital Glitch,HerO,Draconish,14131.0,71,170.0,32.0,White,0.0,Purple,3135.0,Cyberverse,Regular,God,1203.0,Human,692.0,1094.0,Time Manipulation,7450.0,Electric Surge,,0.79
Arthur Boyle,H3ro,Scaly,15953.0,56,181.0,83.0,Blue,,Fire-like,1207.0,Cyberverse,Fat,Demon Lord,1320.0,Human,3396.0,1200.0,Super Strength,8420.0,Water Vortex,10001.0,0.66
Neon Glitch,Hero,Luminescent,7407.0,87,173.0,100.0,,2.0,Blonde,1027.0,Cyberverse,Giant,Mage,92.0,Kryptonian,1506.0,101.0,Super Strength,4466.0,Fire Fist,11111.0,0.37
Ethereal Spellblade,H3ro,Luminescent,9552.0,651,900.0,99.0,Glowing,0.0,None,1059.0,Cyberverse,Giant,Thief,1126.0,Giant,3012.0,1024.0,Super Strength,3959.0,Electric Surge,,0.5
Zoro,Hero,Wooden,2081.0,,810.0,142.0,Pink,0.0,Fire-like,721.0,Cyberverse,Giant,Warrior,1320.0,Giant,1491.0,1200.0,Flying,1313.0,Water Gun,11010.0,0.69
Wildcat,HerO,Hairy,12911.0,94,211.0,62.0,Blood,2.0,Green,,Cyberverse,Giant,Brewer,620.0,Saiyan,3224.0,608.0,Teleportation,7847.0,Electric Storm,10010.0,0.78
Noble Sorcerer,H3ro,Stone,2332.0,88,185.0,108.0,,2.0,Brown,,Cyberverse,Athletic,Scientist,904.0,Saiyan,3092.0,853.0,Mind Reading,1070.0,Fireburst Cannon,10010.0,0.43
Green Lantern,H3ro,Draconish,19248.0,648,809.0,114.0,,1.0,White,931.0,Cyberverse,Regular,Mage,702.0,Giant,4673.0,689.0,Super Strength,9166.0,Water Fury,10101.0,0.79
The Ray,H3ro,Luminescent,19509.0,564,809.0,21.0,,0.0,None,4864.0,Cyberverse,Giant,Warrior,1123.0,Giant,1839.0,1021.0,Flying,9930.0,Fire Fist,,0.65
Luke Cage,Hero,Steel,5771.0,132,158.0,139.0,Black,2.0,Brown,,Cyberverse,Normal,Leader,911.0,Alien,170.0,860.0,Super Speed,3285.0,Water Vortex,11000.0,0.69
Geo-Force,H3ro,Scaly,8069.0,77,129.0,134.0,Blue,2.0,None,779.0,Cyberverse,Regular,Saviors,1157.0,Undead,4576.0,1052.0,Super Strength,3095.0,Water Fury,,0.58
Encrypted Technomancer,Hero,Luminescent,,88,192.0,76.0,Glowing,2.0,Silver,,Cyberverse,Giant,Mage,915.0,Kryptonian,1874.0,864.0,Teleportation,320.0,Grass Surge,,0.51
Arcane Mage,Hero,Stone,3927.0,131,183.0,91.0,Red,1.0,Fire-like,1139.0,Cyberverse,Athletic,Hero,1320.0,Kryptonian,729.0,1200.0,Flying,2321.0,Water Gun,10010.0,0.63
Digital Defender,H3ro,Normal,1087.0,78,217.0,26.0,,2.0,Fire-like,,Cyberverse,Muscular,Captain,1320.0,Saiyan,3789.0,1200.0,Teleportation,555.0,Fire Fist,,0.45
Quantum Glitch,HerO,Wooden,8388.0,71,141.0,138.0,,0.0,Brown,736.0,Cyberverse,Athletic,Scientist,886.0,Kryptonian,1625.0,836.0,Super Speed,4939.0,Electric Nova,,0.62
Astro Boy,Hero,Hairy,8553.0,98,169.0,133.0,,1.0,Brown,,Cyberverse,Muscular,Demon Lord,890.0,Saiyan,2145.0,840.0,Mind Reading,5432.0,Water Fury,10010.0,0.73
Neon Crypto-Warrior,H3ro,Luminescent,2705.0,518,835.0,35.0,,1.0,White,2977.0,Cyberverse,Regular,Drunken,697.0,Giant,1383.0,684.0,Super Speed,1386.0,Fireburst Cannon,11111.0,0.49
Kite,HerO,Normal,20620.0,95,162.0,62.0,Brown,0.0,Green,1682.0,Cyberverse,Fat,Warrior,626.0,Human,4867.0,614.0,Flying,8598.0,Water Fury,10000.0,0.64
Silk,H3ro,Stone,7230.0,619,771.0,102.0,,1.0,Gold,1020.0,Cyberverse,Giant,Assassin,1252.0,Giant,408.0,1139.0,Mind Reading,4763.0,Electric Surge,,0.56
Nova,H3ro,Wooden,12500.0,64,197.0,91.0,Pink,2.0,Pink,,Cyberverse,Athletic,Captain,1022.0,Saiyan,3286.0,947.0,Time Manipulation,6854.0,Water Vortex,,0.85
Starman,H3ro,Scaly,9685.0,,795.0,143.0,Blue,2.0,Brown,720.0,Cyberverse,Giant,Saviors,887.0,Giant,3514.0,837.0,Super Strength,7637.0,Eternal Firewave,,0.38
Scarlet Witch,HerO,Stone,10787.0,155,157.0,132.0,Red,,Blonde,,Cyberverse,Normal,Captain,73.0,Alien,4919.0,82.0,Super Speed,4841.0,Eternal Firewave,,0.35
Ash Ketchum,H3ro,Draconish,5584.0,477,765.0,31.0,White,,Gold,3232.0,Cyberverse,Giant,Cult Leader,1268.0,Giant,2132.0,1153.0,Teleportation,3867.0,Eternal Firewave,10101.0,0.62
Divine Enchanter,Hero,Scaly,4987.0,,812.0,145.0,,1.0,Blonde,699.0,Cyberverse,Giant,Brewer,86.0,Giant,1223.0,96.0,Teleportation,3793.0,Fireburst Cannon,10001.0,0.22
Ethereal Mage,Hero,Transparent,15326.0,580,817.0,72.0,Yellow,0.0,Brown,1476.0,Cyberverse,Giant,Leader,893.0,Giant,730.0,843.0,Flying,7373.0,Eternal Firewave,10111.0,0.47
Quantum Overclock,HerO,Steel,5454.0,74,213.0,94.0,,2.0,Bald,1107.0,Cyberverse,Giant,Cult Leader,551.0,Kryptonian,3015.0,551.0,Time Manipulation,2513.0,Fire Fist,11000.0,0.46
Sandman,Hero,Hairy,6672.0,593,855.0,46.0,,2.0,Pink,2194.0,Cyberverse,Giant,Hero,1001.0,Giant,1394.0,927.0,Time Manipulation,3803.0,Electric Nova,10010.0,0.81
Arcane Paladin,Hero,Stone,3801.0,65,169.0,116.0,Red,2.0,Green,,Cyberverse,Fat,Mage,614.0,Undead,4647.0,602.0,Super Speed,2327.0,Water Gun,,0.61
Levi Ackermann,Hero,Transparent,13704.0,117,217.0,24.0,Yellow,2.0,None,4180.0,Cyberverse,Athletic,Captain,1145.0,Alien,962.0,1041.0,Time Manipulation,8809.0,Water Vortex,10111.0,0.84
Arcane Cleric,HerO,Wooden,3802.0,112,211.0,76.0,Pink,,Purple,,Cyberverse,Athletic,Drunken,1213.0,Kryptonian,116.0,1103.0,Super Strength,2165.0,Electric Nova,11010.0,0.74
Deadpool,H3ro,Wooden,5458.0,615,835.0,97.0,Pink,1.0,Fire-like,1052.0,Cyberverse,Regular,Drunken,1320.0,Giant,4308.0,1200.0,Mind Reading,3308.0,Grass blade,11010.0,0.64
Surge,Hero,Draconish,10386.0,69,191.0,88.0,White,0.0,Bald,1156.0,Cyberverse,Athletic,Hero,572.0,Human,3565.0,572.0,Super Speed,6452.0,Water Fury,10101.0,0.68
Techno Crypto-Warrior,H3ro,Metallic,11446.0,86,221.0,137.0,,1.0,Gold,748.0,Cyberverse,Giant,Arcanist,1266.0,Kryptonian,3717.0,1151.0,Teleportation,8067.0,Grass Surge,10011.0,0.49
Cybernetic Defender,Hero,Wooden,10296.0,59,,139.0,,,Blonde,725.0,Cyberverse,Fat,Scientist,105.0,Undead,4049.0,115.0,Super Speed,7642.0,Fire Fist,,0.51
Valiant Sentinel,Hero,Wooden,10743.0,103,172.0,78.0,,2.0,Gold,,Cyberverse,Normal,Mage,1257.0,Alien,971.0,1143.0,Mind Reading,6404.0,Electric Surge,11010.0,0.81
Noble Sorcerer,H3ro,Stone,2332.0,88,185.0,108.0,,2.0,Brown,,Cyberverse,Athletic,Scientist,904.0,Saiyan,3092.0,853.0,Mind Reading,1070.0,Fireburst Cannon,10010.0,0.43
Yu Otosaka,Hero,Luminescent,1747.0,116,171.0,52.0,Glowing,0.0,Pink,1975.0,Cyberverse,Athletic,Saviors,1020.0,Kryptonian,1839.0,,Mind Reading,992.0,Electric Storm,11111.0,0.53
Azrael,Hero,Scaly,7924.0,86,124.0,81.0,Blue,1.0,Brown,1338.0,Cyberverse,Normal,Brewer,898.0,Alien,1665.0,848.0,Mind Reading,5424.0,Water Fury,10001.0,0.54
Chivalrous Enchanter,Hero,Luminescent,14206.0,90,136.0,69.0,,1.0,Green,,Cyberverse,Athletic,Hero,619.0,Kryptonian,1561.0,607.0,Super Speed,9569.0,Grass Tempest,11111.0,0.61
Gintoki Sakata,H3ro,Draconish,7544.0,473,838.0,131.0,,2.0,Gold,,Cyberverse,Regular,Saviors,1278.0,Giant,2181.0,1162.0,Super Speed,4381.0,Grass blade,10101.0,0.64
Martian Manhunter,Hero,Draconish,4495.0,662,821.0,38.0,,1.0,None,2671.0,Cyberverse,Giant,Thief,1157.0,Giant,2359.0,1052.0,Mind Reading,3174.0,Grass Surge,,0.71
Hawkman,HerO,Metallic,9560.0,,184.0,142.0,,2.0,Purple,709.0,Cyberverse,Athletic,Warrior,1189.0,Kryptonian,4049.0,1081.0,Flying,4782.0,Water Gun,10011.0,0.63
3-D Man,Hero,Draconish,17112.0,59,136.0,66.0,White,2.0,Gold,1517.0,Cyberverse,Regular,Scientist,1278.0,Undead,3130.0,1162.0,Flying,9497.0,Grass Surge,10101.0,0.82
Holographic Firewall,H3ro,Hairy,8119.0,82,177.0,52.0,Blood,0.0,Blonde,,Cyberverse,Regular,Captain,77.0,Undead,1067.0,86.0,Super Speed,5560.0,Fire Fist,10010.0,0.53
Naruto Uzumaki,H3ro,Draconish,13439.0,582,801.0,103.0,White,1.0,Blonde,1009.0,Cyberverse,Regular,God,77.0,Giant,3534.0,86.0,Super Strength,7460.0,Electric Nova,10101.0,0.58
Spider-Woman,H3ro,Wooden,4401.0,63,119.0,98.0,Pink,2.0,Fire-like,1024.0,Cyberverse,Fat,Drunken,1306.0,Undead,1693.0,1188.0,Flying,3078.0,Electric Surge,11010.0,0.7
Guardian,HerO,Steel,5739.0,580,765.0,33.0,Black,1.0,Silver,3032.0,Cyberverse,Giant,Warrior,951.0,Giant,4916.0,898.0,Super Speed,2983.0,Grass Tempest,11000.0,0.67
Gallant Paladin,H3ro,Metallic,10369.0,,174.0,147.0,Green,2.0,Black,909.0,Cyberverse,Athletic,Demon Lord,984.0,Saiyan,1766.0,,Super Strength,,Electric Nova,,0.52
Quantum Netrunner,Hero,Steel,9796.0,153,225.0,73.0,,0.0,Bald,1371.0,Cyberverse,Athletic,Warrior,530.0,Alien,2319.0,530.0,Time Manipulation,6054.0,Water Vortex,11000.0,0.67
Techno Cyborg,Hero,Metallic,4265.0,88,196.0,48.0,Green,0.0,Green,2112.0,Cyberverse,Muscular,Mage,628.0,Kryptonian,1552.0,616.0,Super Speed,2523.0,Electric Nova,,0.49
Dread Voidcaller,Villain,Transparent,20771.0,83,183.0,43.0,Yellow,2.0,Blonde,2360.0,Marvel Comics,Slim,Scientist,103.0,Human,3427.0,113.0,Time Manipulation,9677.0,Grass Surge,,0.73
Malware Cyber-Demon,Villain,Steel,6599.0,91,167.0,101.0,,2.0,Purple,996.0,Marvel,Giant,God,1185.0,Saiyan,1478.0,1078.0,Teleportation,4581.0,Eternal Firewave,11000.0,0.56
Circe,VIllain,Wooden,8012.0,103,187.0,82.0,Pink,2.0,Purple,1228.0,Marvel,Athletic,Thief,1203.0,Saiyan,3347.0,1094.0,Teleportation,5609.0,Water Vortex,,0.89
Black Mask,VIllain,Steel,2593.0,671,831.0,124.0,Black,,Gold,,Marvel,Giant,Saviors,1241.0,Giant,1196.0,1129.0,Teleportation,,Water Vortex,11000.0,14.399999999999999
Ronan the Accuser,Villain,Wooden,3234.0,120,174.0,76.0,Pink,2.0,White,1387.0,Marvel Comics,Muscular,Captain,741.0,Kryptonian,236.0,713.0,Teleportation,1387.0,Water Gun,,0.83
Sinister Plaguebringer,VillaIn,Stone,10906.0,116,183.0,81.0,,2.0,Black,1269.0,Marvel Comics,Giant,Drunken,943.0,Saiyan,2378.0,890.0,Teleportation,6552.0,Grass Surge,10010.0,0.65
Greed,VillaIn,Steel,2112.0,131,166.0,36.0,Black,2.0,Brown,2828.0,Marvel,Muscular,Brewer,874.0,Saiyan,2145.0,825.0,Time Manipulation,1030.0,Grass Tempest,11000.0,14.2
Malware Dataphage,Villain,Transparent,14789.0,87,172.0,85.0,Yellow,1.0,White,1387.0,Marvel,Athletic,Assassin,706.0,Human,1930.0,693.0,Teleportation,,Grass blade,,11.399999999999999
Savage Doombringer,VIllain,Scaly,1884.0,50,150.0,25.0,,1.0,Brown,4073.0,Marvel Comics,Slim,God,919.0,Undead,3695.0,867.0,Teleportation,1220.0,Electric Surge,10001.0,0.55
Hyperion,VIllain,Transparent,9904.0,93,193.0,77.0,Yellow,,Purple,1327.0,Marvel Comics,Muscular,Demon Lord,1206.0,Kryptonian,2035.0,1097.0,Teleportation,6035.0,Grass Tempest,,0.63
Deadpool,H3ro,Wooden,5458.0,615,835.0,97.0,Pink,1.0,Fire-like,1052.0,Cyberverse,Regular,Drunken,1320.0,Giant,4308.0,1200.0,Mind Reading,3308.0,Grass blade,11010.0,0.64
Chameleon,Villain,Luminescent,16175.0,75,161.0,88.0,Glowing,1.0,Fire-like,1165.0,Marvel,Regular,Saviors,1320.0,Human,3029.0,1200.0,Teleportation,9810.0,Eternal Firewave,11111.0,0.6
